driver_id,deliveries_completed,hours_worked,earnings,city,tenure_months,churn
1876,270,41.97264483676513,3614,Hyderabad,14,0
1877,207,47.640505647669755,5347,Mumbai,21,0
1878,187,44.260176539188905,9422,Delhi,16,1
1879,210,41.191630311415466,9195,Chennai,9,0
1880,223,45.24518751189738,7638,Pune,10,1
1881,94,26.64365902655107,7919,Kolkata,16,1
1882,252,48.20287409512782,5804,Bengaluru,14,1
1883,230,50.47687777162784,6787,Pune,10,0
1884,281,24.910942909419276,3612,Mumbai,6,1
1885,263,25.33817961084872,8336,Kolkata,21,1
1886,248,49.929062097561506,6552,Chennai,2,0
1887,41,44.85281400935803,2582,Chennai,10,1
1888,219,30.186590409441468,7734,Hyderabad,18,0
1889,286,28.446834361741526,2170,Delhi,4,1
1890,86,35.21929584240896,9293,Mumbai,2,1
1891,103,35.03885173014744,5272,Kolkata,19,1
1892,194,11.776620044656141,3208,Pune,23,0
1893,248,29.64131624227308,7892,Hyderabad,18,0
1894,244,59.794015397538075,5328,Mumbai,16,0
1895,256,20.604477530951677,8178,Hyderabad,20,1
1896,293,24.586247125645958,5821,Pune,1,0
1897,284,43.6948764068776,3048,Bengaluru,12,1
1898,160,54.67076084738627,7573,Chennai,24,0
1899,69,31.735752018999634,7848,Mumbai,9,0
1900,79,23.840433528361558,3683,Delhi,22,1
1901,155,15.474536425895549,6910,Bengaluru,19,0
1902,90,55.3080465259293,6557,Mumbai,21,1
1903,78,10.50089709427189,6554,Chennai,7,0
1904,217,32.69670098042235,3397,Kolkata,12,0
1905,35,42.62414927903382,4043,Kolkata,14,1
1906,137,33.26872810915549,3780,Bengaluru,21,1
1907,57,38.33275717539259,4391,Bengaluru,21,0
1908,140,56.40844908971151,2599,Mumbai,23,1
1909,49,45.611813888382954,9086,Delhi,18,0
1910,202,49.24513986105449,5096,Chennai,17,0
1911,224,31.2012337661659,6773,Delhi,8,0
1912,78,24.627861000901852,2555,Pune,15,0
1913,225,59.277053918352074,8248,Pune,24,1
1914,115,56.86021573325992,2234,Mumbai,9,1
1915,250,39.223679098835724,2354,Kolkata,17,0
1916,110,35.03093704609846,6612,Hyderabad,12,0
1917,65,11.598247455892876,7651,Pune,16,0
1918,220,23.45408447646083,8443,Hyderabad,5,1
1919,57,41.08132269342481,7053,Kolkata,21,1
1920,134,20.253174337057835,6980,Chennai,12,1
1921,81,20.470353406999635,5137,Mumbai,9,1
1922,69,32.72823168747172,8147,Bengaluru,1,0
1923,247,34.884643237468225,3591,Pune,15,1
1924,115,32.17585197774186,4655,Bengaluru,20,1
1925,131,49.525312637994645,7841,Mumbai,4,1
1926,246,11.494515909322125,3042,Hyderabad,4,0
1927,113,52.129520748792615,9700,Hyderabad,21,0
1928,35,23.332958579303487,6356,Bengaluru,1,1
1929,161,15.188045975516697,3126,Hyderabad,4,0
1930,81,39.59523409343146,5691,Hyderabad,24,1
1931,260,24.457363326007986,7440,Hyderabad,10,0
1932,229,58.546260651042665,8888,Kolkata,16,1
1933,139,15.756230249584332,8290,Pune,13,1
1934,160,48.96800820250153,9037,Delhi,11,1
1935,135,33.22465276111538,3964,Chennai,2,0
1936,281,41.604273270646466,4177,Kolkata,23,0
1937,275,53.75807235397888,2556,Bengaluru,3,0
1938,42,44.063504631602534,8209,Bengaluru,12,1
1939,149,,9224,Hyderabad,16,0
1940,230,24.133678419006312,7002,Pune,6,1
1941,217,17.835235214741402,9203,Bengaluru,19,1
1942,128,11.423605913354658,2448,Mumbai,23,0
1943,243,59.29883352383198,2680,Mumbai,7,1
1944,108,15.295872987398464,8703,Chennai,1,0
1945,54,48.14036996241575,7980,Chennai,5,0
1946,193,52.34171864764154,2871,Kolkata,11,0
1947,111,,7022,Kolkata,10,1
1948,62,59.409589617945265,3989,Pune,17,0
1949,53,33.46780798147659,6436,Hyderabad,12,0
1950,99,16.022626888127053,7134,Kolkata,16,1
1951,116,23.209214126924422,2967,Kolkata,11,0
1952,254,42.71954069762892,3666,Kolkata,21,1
1953,33,11.359349616111821,8895,Bengaluru,24,0
1954,35,44.098875035865426,2411,Bengaluru,6,0
1955,91,55.30585053008448,5598,Bengaluru,8,1
1956,51,32.44690885406213,2981,Kolkata,13,1
1957,265,13.958868291047573,2547,Mumbai,23,1
1958,206,14.11079806133154,2276,Mumbai,1,1
1959,162,25.703546392988887,3310,Chennai,23,1
1960,275,42.52195729725857,8129,Pune,6,1
1961,107,33.63837829821748,3728,Chennai,6,0
1962,177,30.308371422480388,3395,Chennai,18,1
1963,163,11.229544148286099,6339,Kolkata,22,0
1964,216,34.6370555808414,4879,Kolkata,5,0
1965,202,42.59623115025059,4237,Delhi,22,0
1966,34,48.07313973719885,8582,Bengaluru,1,1
1967,280,18.521598923654306,4300,Pune,17,1
1968,43,25.272805846502976,5847,Pune,16,0
1969,299,12.123753098269159,5215,Delhi,1,0
1970,294,20.883495879838968,5680,Hyderabad,10,0
1971,184,42.91680357888039,9882,Chennai,3,0
1972,256,34.14842512069913,2593,Mumbai,18,0
1973,284,49.83786507442311,5199,Hyderabad,15,1
1974,81,42.44939911669836,3870,Kolkata,18,0
1975,191,27.465629779304976,5769,Pune,8,1
1976,59,59.61901481955081,5766,Chennai,13,0
1977,282,12.275520478601578,2357,Chennai,1,0
1978,173,,5941,Mumbai,14,1
1979,98,17.177537361070115,6282,Chennai,24,0
1980,260,57.16307358082124,7400,Chennai,8,1
1981,278,53.593093728941504,3070,Delhi,20,1
1982,139,45.85081323088682,5749,Hyderabad,13,1
1983,35,25.229534405046493,3233,Mumbai,14,0
1984,228,26.517002350879633,6187,Delhi,8,1
1985,190,56.65840552451731,5734,Bengaluru,21,1
1986,271,58.44774602567426,3478,Pune,20,0
1987,37,21.856954909261496,9255,Hyderabad,14,1
1988,206,32.555149249229004,2728,Chennai,7,0
1989,184,46.05220474156332,9159,Chennai,2,1
1990,145,17.537146114091357,8239,Hyderabad,5,0
1991,248,59.29286849614363,7789,Chennai,5,1
1992,111,21.22483455849914,5056,Kolkata,5,1
1993,58,31.793091745292305,4174,Pune,6,0
1994,196,31.615534570031024,8206,Mumbai,4,0
1995,54,47.62635265196536,4679,Chennai,15,1
1996,230,58.99712938203032,2460,Chennai,17,1
1997,79,,2723,Delhi,15,0
1998,31,46.652321854582716,9551,Pune,18,1
1999,67,32.541952881219274,2266,Pune,3,1
2000,180,12.063602448931046,4428,Delhi,23,1
2001,282,21.24846027039268,6767,Hyderabad,17,1
2002,146,57.40922801423273,6073,Chennai,9,1
2003,124,29.180288756763385,9583,Delhi,5,0
2004,184,58.925422615041555,8794,Mumbai,14,1
2005,288,27.960141176138762,3945,Kolkata,16,0
2006,41,45.476143893207876,4702,Kolkata,22,1
2007,56,18.46262598934279,2965,Chennai,24,0
2008,290,51.28563518679453,9007,Mumbai,7,1
2009,54,15.907941206787736,4594,Kolkata,23,0
2010,215,35.473787306439675,3108,Chennai,19,0
2011,50,31.640107755404287,9469,Kolkata,9,1
2012,52,29.7317199404628,8987,Delhi,13,1
2013,198,29.065901187189638,8028,Hyderabad,10,0
2014,92,26.208981019692253,4436,Pune,2,0
2015,35,51.55438184062604,7914,Hyderabad,14,1
2016,94,13.495053295545258,9035,Delhi,19,1
2017,97,53.34335490329854,2470,Pune,24,1
2018,106,36.967933365995066,2446,Kolkata,7,0
2019,283,18.98617675322937,3058,Bengaluru,8,0
2020,181,18.796692792811218,7918,Hyderabad,9,1
2021,203,58.55850601271614,6288,Bengaluru,2,1
2022,209,24.657617298800538,5328,Pune,4,1
2023,144,11.349094810648522,9672,Kolkata,18,1
2024,202,12.46058584969024,8933,Delhi,15,1
2025,124,29.140601751757718,2106,Bengaluru,19,0
2026,294,19.706573152774524,6810,Bengaluru,15,0
2027,227,36.31442156856917,9152,Hyderabad,20,0
2028,262,46.53615306168734,6578,Hyderabad,15,1
2029,49,13.04720591506047,8654,Chennai,20,1
2030,129,13.224671470354446,7376,Mumbai,16,1
2031,266,50.92044766986216,7796,Chennai,2,0
2032,132,45.95821961501605,3042,Mumbai,18,1
2033,194,50.29437323044956,2304,Mumbai,12,1
2034,190,50.13214876675949,3242,Delhi,2,1
2035,286,57.56132172889359,7305,Pune,16,1
2036,99,52.83602492510256,2552,Pune,23,1
2037,68,51.93552896051721,5473,Chennai,21,1
2038,174,30.85320517256175,8187,Chennai,9,0
2039,202,,4139,Delhi,7,1
2040,242,20.39520187400297,8250,Hyderabad,7,1
2041,63,18.94676725979567,9696,Chennai,8,1
2042,80,19.35919664452436,3632,Hyderabad,19,1
2043,34,24.643008103286487,4128,Mumbai,5,0
2044,288,23.257052801042956,5253,Mumbai,21,0
2045,62,56.63123492586462,2966,Pune,9,0
2046,168,49.77099142450303,3376,Bengaluru,2,1
2047,84,23.799616477665168,6677,Kolkata,20,0
2048,136,41.467102858422464,3099,Kolkata,5,1
2049,39,44.634071640161196,6958,Pune,3,0
2050,111,42.69034051073515,9728,Mumbai,24,1
2051,182,27.868853497932953,2031,Chennai,3,0
2052,299,40.32452493945544,2900,Hyderabad,12,1
2053,118,57.59989127971566,6884,Kolkata,8,0
2054,265,32.24904014515165,6835,Kolkata,22,0
2055,59,,4168,Pune,6,0
2056,40,55.76365496768174,2418,Bengaluru,20,0
2057,101,14.495755159746977,4379,Kolkata,22,0
2058,209,23.94866489216607,2305,Pune,23,0
2059,127,54.39621597113228,5750,Kolkata,21,1
2060,264,54.05566421630148,3123,Chennai,13,0
2061,40,30.10057306543274,5662,Delhi,4,0
2062,274,21.669798932431895,6269,Hyderabad,14,0
2063,167,56.21886357283151,5750,Hyderabad,9,0
2064,157,58.282165639725406,8854,Chennai,23,0
2065,287,14.483846477582038,3855,Kolkata,5,0
2066,88,25.982811922186496,2414,Mumbai,6,0
2067,129,30.16948010955958,9212,Delhi,16,1
2068,115,40.03910709635082,8870,Hyderabad,18,0
2069,257,55.8226951756237,3469,Bengaluru,19,1
2070,242,13.92124985722841,3722,Pune,14,0
2071,209,,7801,Bengaluru,23,1
2072,260,21.498150968641852,6569,Kolkata,5,0
2073,246,36.748061968371175,8711,Bengaluru,8,1
2074,117,16.609073913619884,7460,Kolkata,2,1
2075,139,54.616344218419144,5208,Mumbai,24,1
2076,200,39.29569380074163,4162,Chennai,3,0
2077,267,53.354922702559115,6401,Pune,16,1
2078,229,39.192205186079335,3936,Bengaluru,10,1
2079,264,35.39016282023737,3200,Delhi,2,0
2080,136,20.87280438275675,5863,Kolkata,2,1
2081,160,12.668768624512659,2268,Mumbai,15,0
2082,32,30.76822031053764,2892,Kolkata,17,1
2083,153,51.00053770736922,3388,Pune,6,1
2084,211,58.85162380104931,9021,Bengaluru,19,1
2085,277,55.28396759699802,8844,Mumbai,24,1
2086,153,14.12063153625919,5760,Delhi,11,0
2087,110,50.57853646655424,9824,Mumbai,13,0
2088,266,49.451180997122776,8992,Mumbai,9,1
2089,168,,8130,Delhi,12,1
2090,127,28.638105164238087,4344,Bengaluru,7,1
2091,225,29.373020188545564,7558,Hyderabad,6,1
2092,227,30.1589564686526,5286,Bengaluru,17,0
2093,164,21.69313253241746,5584,Hyderabad,14,1
2094,128,25.2666050112921,6288,Chennai,7,0
2095,228,47.03131927660465,2252,Kolkata,24,1
2096,220,25.978789678208237,8882,Pune,20,0
2097,103,28.803370337659793,4230,Delhi,9,0
2098,167,49.870658905207165,5552,Mumbai,20,0
2099,213,12.659292526826867,3256,Chennai,9,1
2100,84,55.39655893559922,8907,Pune,12,0
2101,94,25.598312256385533,7470,Mumbai,13,1
2102,178,20.19177182717044,6016,Pune,8,1
2103,108,42.04599633778497,3769,Mumbai,22,1
2104,73,29.79622679298873,2220,Mumbai,24,0
2105,131,41.617956459144885,9825,Bengaluru,20,0
2106,186,43.931833130791425,3296,Kolkata,5,0
2107,183,36.89562139259675,7810,Pune,8,0
2108,36,39.01287177412982,3060,Bengaluru,2,0
2109,273,59.90186118092865,8378,Delhi,8,1
2110,44,14.437631177962942,2552,Hyderabad,1,1
2111,256,25.10489440815224,6771,Delhi,1,1
2112,66,37.01701174927294,9000,Pune,1,1
2113,286,53.569303682791954,7135,Pune,5,0
2114,184,24.93916838060902,7400,Hyderabad,11,0
2115,172,53.13896402580157,6398,Hyderabad,17,1
2116,122,24.950637777001212,7278,Pune,4,1
2117,114,39.31523497477944,5253,Kolkata,22,0
2118,124,43.610152423061976,9798,Kolkata,24,1
2119,285,48.81115106313949,4760,Chennai,17,0
2120,184,58.87324948214163,9073,Pune,7,0
2121,68,19.52336826192249,4689,Pune,11,1
2122,211,12.648324065548113,8931,Mumbai,4,1
2123,119,29.2223814516006,8684,Delhi,3,1
2124,220,25.79687025036014,4062,Pune,17,1
2125,214,18.935449146176254,7063,Mumbai,9,1
2126,201,28.474245077194073,2375,Mumbai,15,0
2127,184,21.103692443815802,8676,Pune,19,1
2128,233,23.35700640007927,6480,Delhi,24,0
2129,196,51.6928724294922,6140,Delhi,10,1
2130,134,41.42527863386506,9718,Delhi,3,0
2131,203,53.37477508656892,4246,Delhi,8,1
2132,100,54.27992714069525,4840,Hyderabad,6,1
2133,115,41.74859726912996,2160,Kolkata,21,0
2134,241,56.78033629945418,4379,Mumbai,12,0
2135,134,22.392805466594165,5644,Delhi,19,1
2136,108,51.40065523394083,8699,Delhi,11,0
2137,33,32.09718234583403,6360,Chennai,20,0
2138,207,25.774320079416515,9645,Bengaluru,3,1
2139,114,46.09029025583497,2935,Chennai,23,1
2140,197,50.65421132130808,4786,Chennai,7,1
2141,273,36.76027339947386,9038,Chennai,20,0
2142,249,44.73720236547469,4912,Delhi,21,1
2143,248,21.874522392824623,8060,Mumbai,10,1
2144,71,30.908220533545624,8504,Chennai,24,1
2145,204,40.84409321104984,3907,Chennai,15,0
2146,77,32.008883174805284,2164,Delhi,15,0
2147,226,35.864053375653555,9819,Hyderabad,8,0
2148,100,49.5317573880331,4059,Pune,14,0
2149,32,53.030702398651826,7236,Bengaluru,19,0
2150,69,29.67137672149993,4433,Chennai,23,0
2151,197,47.947856647516666,3692,Bengaluru,23,0
2152,251,34.74454835915144,5409,Bengaluru,23,0
2153,133,29.967692204375737,7523,Delhi,19,0
2154,98,28.574449943529903,2413,Hyderabad,11,1
2155,226,57.979571063170624,2099,Delhi,11,0
2156,264,,9818,Chennai,17,1
2157,58,37.55283102189955,4931,Chennai,1,0
2158,273,33.622271626405194,9372,Chennai,5,1
2159,84,11.105981611122397,2822,Pune,10,1
2160,257,29.911145073904144,8045,Hyderabad,6,1
2161,100,33.27701234092545,4453,Chennai,14,0
2162,257,24.405464328212926,2996,Hyderabad,16,0
2163,222,32.04903432552183,2880,Delhi,9,0
2164,208,34.39011690457694,7343,Hyderabad,23,1
2165,215,10.81317395743737,2169,Chennai,4,1
2166,289,16.460975765149335,2624,Delhi,13,0
2167,179,42.68841752029567,6251,Mumbai,20,0
2168,216,31.077581805643845,6693,Chennai,6,0
2169,182,53.228016880020164,3734,Pune,15,0
2170,147,32.77242885111825,7408,Chennai,20,0
2171,112,14.38189257673049,5313,Bengaluru,8,1
2172,241,28.086527423246217,9027,Delhi,7,1
2173,190,56.85993947171953,6367,Mumbai,16,0
2174,112,42.83109289605907,3449,Hyderabad,1,0
2175,268,47.10387475599467,2488,Mumbai,18,1
2176,36,20.4906407551893,5022,Hyderabad,21,0
2177,162,45.59383773452781,4597,Hyderabad,22,0
2178,210,16.65999613022368,8584,Delhi,1,1
2179,229,52.469672633185475,4303,Hyderabad,20,1
2180,108,26.89244895290427,8500,Kolkata,4,1
2181,244,18.739973796669847,3905,Bengaluru,17,1
2182,175,52.77906322472138,9908,Delhi,17,1
2183,184,35.543788517485865,8378,Delhi,20,0
2184,201,16.20703520933586,3942,Bengaluru,15,0
2185,147,10.61250104451095,5741,Kolkata,10,0
2186,153,53.82568346456328,8227,Bengaluru,24,1
2187,300,39.83384754652569,6513,Bengaluru,19,0
2188,179,59.70027436464369,3707,Pune,13,0
2189,285,20.14261851237074,7823,Mumbai,22,1
2190,101,44.62442669556409,3685,Mumbai,14,0
2191,104,27.606950491172235,5906,Delhi,1,0
2192,136,29.23975861673662,7276,Chennai,16,0
2193,39,51.78111215174409,7970,Kolkata,7,1
2194,44,25.900618394583915,2337,Chennai,8,1
2195,268,56.09848182793574,2410,Chennai,6,1
2196,277,58.31229082053472,3476,Chennai,7,0
2197,36,46.61628198500155,5218,Bengaluru,3,0
2198,82,19.572887008350445,3887,Pune,6,1
2199,152,39.24510851267736,8611,Delhi,7,1
2200,276,14.233574939391971,5473,Bengaluru,18,0
2201,189,20.68387544703735,8880,Kolkata,7,1
2202,44,42.187457620983736,7003,Delhi,22,1
2203,249,57.99164104887605,2822,Bengaluru,15,0
2204,234,35.44333362837636,2359,Mumbai,21,1
2205,131,18.0581257333301,4124,Bengaluru,13,1
2206,134,13.03781665200031,3524,Bengaluru,11,0
2207,171,37.68071677111344,9545,Hyderabad,6,0
2208,296,39.58232109875493,8023,Mumbai,12,1
2209,197,48.76734257035122,7160,Delhi,12,0
2210,53,46.77870535660702,6969,Delhi,14,0
2211,65,42.9703551626397,6069,Pune,9,0
2212,189,52.41244010362274,3201,Hyderabad,23,0
2213,255,18.966615182649296,4644,Kolkata,6,0
2214,52,53.1372392073702,6060,Kolkata,10,1
2215,156,35.06861394209871,8801,Hyderabad,19,0
2216,34,54.11836211710534,8915,Pune,4,0
2217,258,29.54693531171241,3335,Delhi,13,1
2218,180,41.746970013044844,2198,Bengaluru,9,0
2219,264,11.098893893128444,9309,Pune,17,0
2220,237,49.14352070079324,9200,Bengaluru,6,1
2221,144,40.917730401601176,4037,Chennai,8,1
2222,105,47.91024296784677,5268,Kolkata,17,1
2223,217,59.21515360859954,3758,Bengaluru,16,0
2224,175,52.937751559934235,4731,Delhi,20,1
2225,260,25.410629695775558,8083,Chennai,19,1
2226,134,21.127868630554985,2585,Pune,17,1
2227,88,39.408860677650424,2239,Delhi,13,1
2228,159,31.25895038983272,4115,Bengaluru,7,0
2229,170,33.492387071070056,2799,Delhi,14,0
2230,35,52.00100786179004,9384,Bengaluru,17,1
2231,151,44.392631753472294,6616,Delhi,2,0
2232,214,31.70310641852829,2895,Mumbai,6,0
2233,60,40.52631933575044,6563,Hyderabad,18,1
2234,142,25.75462658845163,3519,Hyderabad,3,0
2235,182,39.12745301650498,3846,Pune,10,1
2236,40,29.829355883537126,8325,Kolkata,22,1
2237,274,40.44694774335643,7346,Hyderabad,2,1
2238,286,58.75805747039798,4682,Chennai,18,1
2239,215,48.46596789821098,2769,Hyderabad,19,1
2240,63,42.61234057228387,8631,Hyderabad,19,1
2241,81,42.47627044085076,5453,Mumbai,13,0
2242,53,42.55375652670195,7641,Delhi,8,1
2243,46,22.459072867814513,7562,Delhi,16,0
2244,183,57.17046541487054,7775,Hyderabad,9,0
2245,156,,4088,Chennai,22,1
2246,297,36.08254292389514,3091,Hyderabad,8,0
2247,195,33.737479471233826,8703,Hyderabad,8,1
2248,67,10.49505371779006,4348,Bengaluru,22,0
2249,231,33.84362767387007,5687,Pune,8,1
2250,31,41.401145600402835,2534,Pune,19,0
2251,195,56.32874582858153,2541,Kolkata,10,0
2252,73,48.037144377103324,9407,Chennai,7,0
2253,192,55.87187676589815,5831,Kolkata,14,0
2254,70,56.082601857572,4176,Hyderabad,18,1
2255,65,59.867207514688175,3661,Delhi,3,0
2256,212,49.74712137795093,9793,Pune,4,0
2257,210,45.01424737463913,8151,Kolkata,16,1
2258,67,51.774149754390365,3044,Hyderabad,15,1
2259,120,21.240944300555753,4088,Chennai,3,0
2260,66,52.78937963241621,7022,Mumbai,16,1
2261,266,26.951427948845183,6335,Delhi,2,1
2262,140,53.706011908880384,3848,Kolkata,24,1
2263,197,20.07006072426674,4979,Hyderabad,8,1
2264,246,31.572165950173943,7432,Delhi,10,1
2265,199,19.937350542985307,7273,Mumbai,21,0
2266,191,52.53731790103281,3633,Pune,24,1
2267,197,28.36929430225056,4099,Mumbai,14,0
2268,277,55.54528665981788,9711,Delhi,12,1
2269,38,50.35479973557681,7009,Hyderabad,12,0
2270,232,44.50271179772257,8510,Kolkata,5,0
2271,186,56.663905210525776,4705,Pune,23,0
2272,169,36.231667001341464,6758,Mumbai,21,0
2273,155,46.38770826260412,3534,Delhi,10,1
2274,250,36.246346865743114,9658,Delhi,11,0
2275,43,34.651989377297085,7721,Delhi,5,0
2276,224,52.850083608819695,2647,Delhi,17,0
2277,209,25.01848013499629,5407,Bengaluru,9,0
2278,220,51.21207238736399,5648,Kolkata,16,1
2279,264,20.240395503371367,8204,Kolkata,2,1
2280,110,17.889151775073273,8091,Kolkata,4,0
2281,240,36.939851552891504,5964,Bengaluru,2,1
2282,86,33.522549043019154,4924,Bengaluru,22,1
2283,212,55.96642159300246,6000,Mumbai,20,1
2284,64,28.756400034628264,8000,Hyderabad,5,0
2285,270,39.35401651753643,8173,Pune,23,0
2286,139,46.927994658386915,2436,Chennai,13,0
2287,287,40.7047382573719,7205,Mumbai,1,0
2288,56,45.590651056892256,3751,Mumbai,4,0
2289,199,48.71894022514087,3516,Mumbai,8,1
2290,125,20.94015023383304,8004,Pune,14,1
2291,269,24.58600128990644,9089,Kolkata,21,0
2292,191,39.31997396373215,7354,Mumbai,1,0
2293,46,55.21641444694603,5403,Pune,4,0
2294,123,38.44360085977324,4309,Kolkata,7,1
2295,216,47.1855958135449,9064,Hyderabad,9,0
2296,56,34.83133648513197,3598,Kolkata,7,0
2297,292,57.01767072592333,7673,Bengaluru,4,0
2298,158,39.19668683730407,4316,Kolkata,10,0
2299,116,32.24147515534371,7548,Delhi,21,1
2300,136,12.373573427031644,8699,Bengaluru,1,0
2301,40,59.762173028129,2960,Mumbai,3,1
2302,89,55.82741372253047,3010,Delhi,18,1
2303,230,19.810417207391573,3116,Hyderabad,12,1
2304,79,17.050558129108033,6603,Bengaluru,21,1
2305,173,31.97840033866656,6024,Pune,12,1
2306,32,17.199461739735842,5800,Mumbai,16,0
2307,42,18.55339134513003,4908,Delhi,13,1
2308,33,13.166379392688977,7026,Pune,20,1
2309,51,56.47980591602389,5468,Mumbai,1,0
2310,127,37.275127529093,8516,Mumbai,10,0
2311,246,23.033591263929367,4578,Delhi,21,1
2312,259,43.58949601365519,8089,Pune,15,0
2313,219,20.052326363463838,4667,Bengaluru,7,0
2314,260,27.473468560765752,3762,Chennai,6,1
2315,90,23.955339158024465,5148,Kolkata,4,0
2316,274,41.50582495025655,5270,Pune,12,0
2317,223,47.58451376870991,2834,Hyderabad,24,0
2318,50,22.046001432847646,3067,Pune,11,1
2319,197,20.271903263613446,6925,Bengaluru,5,1
2320,233,44.00036528269935,6811,Mumbai,21,0
2321,42,17.79956741909738,6157,Delhi,1,0
2322,88,30.685206682918672,4098,Chennai,2,0
2323,156,42.845165604184544,4474,Kolkata,23,0
2324,36,42.02288530523214,4182,Hyderabad,16,0
2325,72,20.28033986729206,3227,Pune,6,0
2326,177,12.90685510725054,9767,Bengaluru,15,0
2327,242,22.385761822283982,5361,Pune,13,1
2328,136,56.24020788537668,8384,Mumbai,24,1
2329,230,47.97374557143732,5777,Hyderabad,20,1
2330,189,45.27594513235518,8703,Delhi,11,0
2331,274,26.476848595731724,7482,Bengaluru,24,0
2332,176,28.756463247619664,8594,Bengaluru,3,1
2333,38,45.64711006640554,4505,Hyderabad,22,1
2334,277,56.358502125430725,5031,Chennai,21,1
2335,108,10.798968778932963,3765,Pune,12,0
2336,31,39.4106234933789,9172,Bengaluru,13,1
2337,117,50.77542875770668,7366,Pune,9,0
2338,202,23.34801818820459,7453,Kolkata,2,0
2339,236,59.889497092028115,7192,Kolkata,18,0
2340,145,21.458620470114095,8591,Pune,7,0
2341,146,50.972337368578565,3832,Delhi,22,0
2342,45,28.876172337591733,3894,Delhi,1,1
2343,98,42.76275107027246,5817,Chennai,24,0
2344,228,32.69043085566473,2599,Pune,3,0
2345,70,13.89180004162713,2213,Pune,23,1
2346,167,33.3499222062784,7695,Pune,16,1
2347,277,48.402557403806696,6933,Pune,12,0
2348,275,27.434779502781257,8325,Delhi,11,1
2349,147,27.204914975864718,3551,Hyderabad,3,1
2350,220,16.54576974040682,2388,Hyderabad,14,0
2351,70,50.883868408358545,3222,Pune,7,1
2352,103,41.443608489411105,3130,Mumbai,5,1
2353,178,12.109591662430716,8033,Pune,6,0
2354,284,43.388325876213536,2032,Kolkata,12,0
2355,38,54.234649155717776,8250,Delhi,22,1
2356,154,11.463653296552259,6880,Chennai,20,1
2357,204,51.59510885950859,9306,Kolkata,4,1
2358,44,41.860599768922825,3649,Kolkata,10,0
2359,234,39.50820139885808,7499,Kolkata,10,0
2360,230,59.29388746642471,2617,Delhi,3,0
2361,254,15.705865010964551,7984,Bengaluru,18,0
2362,106,18.768721393863732,4611,Delhi,8,0
2363,156,48.56286473974088,5701,Chennai,23,1
2364,163,48.876953876466494,5719,Bengaluru,18,1
2365,299,58.58857772954942,4347,Mumbai,1,1
2366,86,24.536517511515505,7652,Pune,3,1
2367,187,25.536741817676827,9496,Chennai,19,0
2368,49,10.913249749353545,7853,Delhi,21,1
2369,168,54.263098977428164,3439,Bengaluru,18,1
2370,219,12.087558063592343,2182,Pune,4,0
2371,295,24.7212512000012,7024,Kolkata,3,1
2372,77,26.021715901788795,7063,Delhi,14,0
2373,43,29.045557680705343,2860,Pune,3,1
2374,108,50.58742811446197,8119,Pune,16,1
2375,283,55.6715094738872,7670,Hyderabad,21,0
2376,263,26.775769119436983,5047,Mumbai,12,0
2377,53,49.98061638321855,4223,Bengaluru,14,0
2378,175,21.449485418755035,9857,Pune,8,0
2379,121,54.018389172498665,6542,Mumbai,3,0
2380,45,34.92696815554528,3727,Delhi,19,1
2381,252,35.837049403764844,2757,Mumbai,4,0
2382,296,43.71434601628703,4439,Hyderabad,12,1
2383,184,40.30107135276456,8921,Bengaluru,23,0
2384,148,38.76913482610436,7777,Mumbai,6,0
2385,87,49.16971842029184,7034,Delhi,6,0
2386,216,48.66846887576833,7344,Pune,13,1
2387,176,16.996699393718604,7785,Bengaluru,9,1
2388,43,47.27431835365021,7065,Chennai,9,0
2389,246,24.296388254043535,8224,Bengaluru,11,0
2390,104,24.893570017303276,8181,Pune,21,0
2391,150,57.88668903368994,7394,Bengaluru,8,0
2392,244,49.99459289315139,2132,Kolkata,4,0
2393,34,17.24592095689237,7845,Chennai,24,1
2394,208,37.043998262430335,8810,Pune,19,0
2395,179,29.94582041299845,8408,Hyderabad,13,0
2396,50,11.994173115905895,8806,Delhi,4,0
2397,142,31.574868317317154,2300,Pune,4,1
2398,199,28.500556433269406,6988,Mumbai,13,0
2399,225,15.23640576631963,6204,Mumbai,2,0
2400,78,12.031179741552725,6087,Kolkata,21,1
2401,189,46.23267935027717,6510,Kolkata,13,0
2402,211,11.888964389041552,3828,Mumbai,9,1
2403,252,54.168363715127576,2225,Hyderabad,11,0
2404,198,25.296749526592237,4296,Chennai,10,1
2405,153,55.54383522308264,6683,Hyderabad,13,0
2406,178,11.655910251715099,9791,Hyderabad,8,1
2407,74,57.67798954647357,6160,Pune,23,0
2408,101,25.413188910937603,8363,Hyderabad,17,0
2409,293,49.48733097428181,3855,Mumbai,12,1
2410,263,39.660899451979965,4106,Chennai,12,0
2411,209,15.276444496448036,4308,Hyderabad,24,0
2412,38,34.9914225828889,9981,Pune,12,0
2413,149,42.373388947678286,3601,Chennai,9,0
2414,265,53.07036586452851,3185,Chennai,24,1
2415,261,14.091952665060887,4367,Chennai,21,1
2416,99,59.113383605727776,8548,Pune,24,1
2417,65,11.81880869446927,4237,Pune,6,1
2418,221,34.441790124726985,8563,Hyderabad,4,1
2419,112,44.15405619112219,6761,Kolkata,21,1
2420,293,19.541404456499016,7791,Kolkata,1,1
2421,270,29.833102261177626,8605,Mumbai,23,1
2422,154,16.291425389826717,9250,Chennai,7,0
